tick,total_qps,avg_gpu_duty_cycle,active_genai_pods
159,6.885,2.3949685534591194,110
160,5.8950000000000005,2.070625,110
161,9.255,3.2812841335820084,110
162,7.335,5.831598371070034,110
163,8.355,6.229735601332696,110
164,7.425,5.457309060424174,110
165,6.435,5.348797437471471,110
166,10.845,6.475022123524402,110
167,13.68,7.542566664294158,111
168,7.38,3.600373134328358,111
169,4.59,2.5354399008674102,111
170,5.984999999999999,2.9731843575418995,111
171,1.3499999999999999,1.152928978745464,111
172,0.44999999999999996,0.5804361370716511,111
173,0.63,2.318002596692634,111
174,3.96,4.201106953988377,111
175,5.355,5.186972651191348,111
176,4.14,5.143007891700552,111
177,3.24,5.317894964143543,111
178,2.07,3.211197900129125,111
179,3.1199999999999997,1.1355072463768117,111
180,1.53,1.5476903870162297,111
181,0.99,0.6548286604361371,111
182,1.17,0.6954451345755693,111
183,4.545,1.6466295609152752,111
184,4.005,3.3750308641975306,111
185,1.92,3.7019699533216643,111
186,3.78,3.495206586370569,111
187,7.125,5.57225123862418,111
188,4.154999999999999,5.855704654034895,110
189,1.35,2.5313153594771243,110
190,3.735,1.5908189880020867,110
191,2.61,1.2406015037593985,110
192,2.07,1.8806451612903226,108
193,0.09,0.4771069182389937,110
194,0.54,0.2945430346051464,113
195,3.06,1.0257910279848124,113
196,3.015,4.0862091879239895,114
197,3.0149999999999997,4.129851747526366,115
198,0.99,3.26232615013076,114
199,1.89,3.323899697310741,114
200,0.72,4.111557345563534,114
201,0.45,1.175966921119593,114
202,0.18,0.19950062421972534,114
203,0.09,0.37282739935801157,115
204,0.0,0.05212121212121212,114
205,1.35,0.7329280648429585,114
206,4.56,1.7945255474452555,114
207,2.79,2.0876234567901233,113
208,3.285,1.48909426987061,114
209,2.43,1.171297709923664,114
210,0.18,0.29791666666666666,114
211,4.275,1.1764272559852669,114
212,2.7449999999999997,0.9049723756906077,113
213,4.41,1.0772036474164133,113
214,4.545,1.3571428571428572,113
215,0.0,0.4506715506715507,113
216,0.0,0.0,114
217,0.45,0.13424242424242425,114
218,1.26,1.0762165450121655,114
219,0.54,3.4606692918615196,114
220,0.72,2.8987137945722283,114
221,0.63,2.6833360433871944,114
222,0.27,3.212178367178367,114
223,1.17,3.9814656296940467,114
224,0.0,1.2487547550582698,114
225,0.18,0.1449116392443632,114
226,0.63,0.2610807528840316,114
227,0.36,0.7931246163290363,114
228,0.0,0.20843495934959347,114
229,0.0,0.0017188459177409452,114
230,0.36,2.4749841165086175,114
231,0.0,3.258443518798815,114
232,0.0,2.9524824118318675,114
233,1.35,2.969014951916367,114
234,1.215,2.9273203450109078,114
235,0.0,2.0987402042402046,114
236,0.0,0.3691807064504278,114
237,0.0,0.09762796504369539,114
238,0.0,0.0,114
239,0.0,0.0,114
240,0.0,0.0,114
241,0.18,0.9145949288806431,114
242,0.0,3.062579442534791,114
243,0.0,2.6484271964106023,114
244,0.0,3.219900940654822,114
245,0.0,2.7500143258266,114
246,0.54,3.7007469084677322,114
247,0.36,2.355462113174823,114
248,0.0,0.13614163614163613,114
249,0.0,0.0,113
250,0.0,0.0,114
251,0.0,0.0,114
252,0.0,0.0,114
253,0.0,2.1214938626273177,114
254,0.0,2.392099216955259,114
255,0.0,2.3865002112627214,114
256,0.0,1.8910304666094138,114
257,0.0,1.8328917056764507,107
258,0.0,0.03557031737920854,108
259,0.18,0.20959692898272553,110
260,0.0,0.298976279650437,113
261,0.18,0.24436183395291203,112
262,0.0,0.18660484286450282,112
263,0.0,0.015923172242874845,112
264,0.0,1.451290970933828,112
265,0.0,2.535938631056172,112
266,0.27,2.4634730223364794,113
267,0.54,3.165769017524365,112
268,0.0,3.300277124281701,113
269,0.09,3.1900115028460263,113
270,0.0,0.1650744735490498,113
271,0.0,0.09730392156862744,114
272,0.0,0.0,114
273,0.0,0.0011009174311926604,114
274,0.0,0.22738095238095238,112
275,0.0,0.225555633212189,112
276,0.0,0.22373031404342558,112
277,0.0,0.2219049948746622,112
278,0.0,0.22007967570589881,113
279,0.0,0.2182543565371354,113
280,0.0,0.21642903736837202,113
281,0.0,0.2146037181996086,113
282,0.0,0.21277839903084522,113
283,0.0,0.21095307986208184,113
284,0.0,0.20912776069331843,113
285,0.0,0.20730244152455504,114
286,0.0,0.20547712235579166,114
287,0.0,0.20365180318702825,114
