tick,spot_gpus_arriving,spot_avg_duration,hp_gpus_arriving,hp_avg_duration
246,0.0,0.0,22.0,17.3
247,0.0,0.0,12.0,2.0
248,0.0,0.0,19.0,176.3846153846154
249,0.0,0.0,37.0,56.67857142857143
250,0.0,0.0,10.0,983.4333333333333
251,0.0,0.0,23.0,102.84210526315789
252,0.0,0.0,3.0,161.7391304347826
253,0.0,0.0,23.0,835.7333333333333
254,0.0,0.0,40.0,194.8181818181818
255,0.0,0.0,25.0,11.23076923076923
256,0.0,0.0,91.0,482.70588235294116
257,0.0,0.0,29.0,159.46153846153845
258,0.0,0.0,27.0,203.57692307692307
259,0.0,0.0,33.0,765.25
260,0.0,0.0,27.0,220.21052631578948
261,0.0,0.0,26.0,4991.846153846154
262,0.0,0.0,31.0,1112.8947368421052
263,0.0,0.0,36.0,241.5
264,0.0,0.0,35.0,1314.9
265,0.0,0.0,46.0,4.3
266,0.0,0.0,42.0,421.54545454545456
267,0.0,0.0,37.0,977.7083333333334
268,0.0,0.0,4.0,126.92592592592592
269,0.0,0.0,36.0,29.88888888888889
270,0.0,0.0,30.0,743.95
271,0.0,0.0,20.0,1004.0416666666666
272,0.0,0.0,22.0,151.3684210526316
273,0.0,0.0,73.0,3.4
274,0.0,0.0,45.0,780.8235294117648
275,0.0,0.0,81.0,215.37037037037038
276,0.0,0.0,67.0,576.0833333333334
277,0.0,0.0,24.0,176.2941176470588
278,0.0,0.0,49.0,2.5555555555555554
279,0.0,0.0,108.0,347.14285714285717
280,0.0,0.0,78.0,342.92857142857144
281,0.0,0.0,24.0,95.35714285714286
282,0.0,0.0,21.0,253.33333333333334
283,0.0,0.0,70.0,18.9
284,0.0,0.0,78.0,88.57142857142857
285,0.0,0.0,61.0,36.5
286,0.0,0.0,9.0,84.13793103448276
287,0.0,0.0,4.0,124.44
288,0.0,0.0,63.0,1247.5483870967741
289,0.0,0.0,19.0,244.375
290,0.0,0.0,81.0,294.6818181818182
291,0.0,0.0,29.0,1241.75
292,0.0,0.0,28.0,968.952380952381
293,0.0,0.0,24.0,999.12
294,0.0,0.0,23.0,166.1851851851852
295,0.0,0.0,7.0,140.52380952380952
296,0.0,0.0,13.0,66.52380952380952
297,0.0,0.0,35.0,173.3
298,0.0,0.0,26.0,1489.1904761904761
299,0.0,0.0,27.0,2323.181818181818
300,0.0,0.0,25.0,2.0
301,0.0,0.0,3.0,410.8
302,0.0,0.0,12.0,1012.44
303,0.0,0.0,10.0,354.625
304,0.0,0.0,24.0,153.1851851851852
305,0.0,0.0,39.0,7.625
306,0.0,0.0,7.0,5385.0
307,0.0,0.0,7.0,3.1666666666666665
308,0.0,0.0,20.0,276.0
309,0.0,0.0,26.0,187.55172413793105
310,0.0,0.0,45.0,1445.78125
311,0.0,0.0,25.0,64.0
312,0.0,0.0,51.0,135.3913043478261
313,0.0,0.0,25.0,94.95652173913044
314,0.0,0.0,26.0,224.5185185185185
315,0.0,0.0,21.0,390.46875
316,0.0,0.0,4.0,75.6
317,0.0,0.0,26.0,2407.2
318,0.0,0.0,25.0,3614.6666666666665
319,0.0,0.0,14.0,5.222222222222222
320,0.0,0.0,44.0,2711.4
321,0.0,0.0,4.0,210.45454545454547
322,0.0,0.0,4.0,1563.52
323,0.0,0.0,5.0,281.2083333333333
324,0.0,0.0,16.0,1.411764705882353
325,0.0,0.0,26.0,3.3333333333333335
326,0.0,0.0,26.0,2.4285714285714284
327,0.0,0.0,27.0,1850.111111111111
328,0.0,0.0,21.0,42.43478260869565
329,0.0,0.0,40.0,286.1034482758621
330,0.0,0.0,19.0,1581.448275862069
331,0.0,0.0,23.0,2060.0
332,0.0,0.0,24.0,18.692307692307693
333,0.0,0.0,18.0,16.958333333333332
334,0.0,0.0,16.0,98.04347826086956
335,0.0,0.0,18.0,2963.5
336,0.0,0.0,29.0,3.5
337,0.0,0.0,34.0,3776.25
338,0.0,0.0,8.0,1.875
339,0.0,0.0,17.0,1534.5625
340,0.0,0.0,5.0,1391.4
341,0.0,0.0,7.0,6584.75
342,0.0,0.0,13.0,146.77777777777777
343,0.0,0.0,26.0,152.13333333333333
344,0.0,0.0,28.0,43.266666666666666
345,0.0,0.0,13.0,908.7391304347826
346,0.0,0.0,16.0,989.2
347,0.0,0.0,19.0,6.166666666666667
348,0.0,0.0,16.0,7.625
349,0.0,0.0,20.0,256.125
350,0.0,0.0,6.0,159.95652173913044
351,0.0,0.0,9.0,1898.7142857142858
352,0.0,0.0,8.0,448.4761904761905
353,0.0,0.0,8.0,74.84375
354,0.0,0.0,6.0,2643.2727272727275
355,0.0,0.0,11.0,7637.714285714285
356,0.0,0.0,8.0,6609.375
357,0.0,0.0,11.0,3855.7
358,0.0,0.0,24.0,789.1111111111111
359,0.0,0.0,14.0,4154.0
360,0.0,0.0,5.0,3.2857142857142856
361,0.0,0.0,31.0,22.571428571428573
362,0.0,0.0,28.0,94.05555555555556
363,0.0,0.0,14.0,1315.6470588235295
364,0.0,0.0,16.0,259.5652173913044
365,0.0,0.0,11.0,751.8947368421053
366,0.0,0.0,10.0,9620.454545454546
367,0.0,0.0,26.0,7990.6
368,0.0,0.0,18.0,3919.6666666666665
369,0.0,0.0,11.0,1613.642857142857
370,0.0,0.0,6.0,4326.8
371,0.0,0.0,6.0,2.727272727272727
372,0.0,0.0,35.0,2.3333333333333335
373,0.0,0.0,34.0,4.142857142857143
374,0.0,0.0,14.0,206.72727272727272
375,0.0,0.0,4.0,5.857142857142857
376,0.0,0.0,10.0,62.666666666666664
377,0.0,0.0,23.0,170.89655172413794
378,0.0,0.0,75.0,175.93617021276594
379,0.0,0.0,18.0,286.3333333333333
380,0.0,0.0,25.0,170.6153846153846
381,0.0,0.0,30.0,94.5925925925926
382,0.0,0.0,25.0,625.1111111111111
383,0.0,0.0,25.0,181.69565217391303
384,0.0,0.0,27.0,1446.8461538461538
385,0.0,0.0,27.0,413.11538461538464
386,0.0,0.0,31.0,252.37037037037038
387,0.0,0.0,39.0,915.1851851851852
388,0.0,0.0,26.0,174.76470588235293
389,0.0,0.0,31.0,324.6333333333333
390,0.0,0.0,28.0,124.28571428571429
391,0.0,0.0,30.0,874.6923076923077
392,0.0,0.0,29.0,864.5238095238095
393,0.0,0.0,16.0,222.71875
394,0.0,0.0,17.0,78.88
395,0.0,0.0,19.0,572.0
396,0.0,0.0,23.0,177.23333333333332
397,0.0,0.0,26.0,844.5925925925926
398,0.0,0.0,42.0,206.8181818181818
399,0.0,0.0,23.0,388.5483870967742
400,0.0,0.0,22.0,172.88
401,0.0,0.0,24.0,326.9130434782609
402,0.0,0.0,27.0,122.75
403,0.0,0.0,17.0,16.916666666666668
404,0.0,0.0,12.0,1054.7241379310344
405,0.0,0.0,9.0,44.958333333333336
406,0.0,0.0,29.0,272.88
407,0.0,0.0,21.0,187.9047619047619
408,0.0,0.0,28.0,180.74074074074073
409,0.0,0.0,30.0,726.3703703703703
410,0.0,0.0,26.0,3764.285714285714
411,0.0,0.0,39.0,5025.3125
412,0.0,0.0,27.0,104.18518518518519
413,0.0,0.0,49.0,794.15
414,0.0,0.0,23.0,2.0
415,0.0,0.0,33.0,709.2727272727273
416,0.0,0.0,31.0,306.51724137931035
417,0.0,0.0,58.0,160.75
418,0.0,0.0,117.0,152.14285714285714
419,0.0,0.0,142.0,192.47826086956522
420,0.0,0.0,31.0,30.4
421,0.0,0.0,84.0,1098.2727272727273
422,0.0,0.0,92.0,2.3333333333333335
423,0.0,0.0,124.0,68.41379310344827
424,0.0,0.0,48.0,82.83333333333333
425,0.0,0.0,28.0,839.1538461538462
426,0.0,0.0,90.5,1555.3703703703704
427,0.0,0.0,114.0,325.6969696969697
428,0.0,0.0,56.0,434.375
429,0.0,0.0,42.0,640.9310344827586
430,0.0,0.0,148.0,4375.861111111111
431,0.0,0.0,10.0,1686.3181818181818
432,0.0,0.0,88.0,107.06666666666666
433,0.0,0.0,66.0,1369.2222222222222
434,0.0,0.0,56.0,342.2352941176471
435,0.0,0.0,32.0,57.411764705882355
436,0.0,0.0,14.0,1556.3333333333333
437,0.0,0.0,18.0,27.80952380952381
438,0.0,0.0,44.0,223.88888888888889
439,0.0,0.0,30.0,56.0
440,0.0,0.0,32.0,1497.142857142857
441,0.0,0.0,96.0,9551.444444444445
442,0.0,0.0,28.0,481.6190476190476
443,0.0,0.0,40.0,457.44
444,0.0,0.0,95.0,82.44
445,0.0,0.0,16.0,172.23076923076923
446,0.0,0.0,13.0,978.2916666666666
447,0.0,0.0,9.0,45.27777777777778
448,0.0,0.0,32.0,1416.090909090909
449,0.0,0.0,30.0,232.14285714285714
450,0.0,0.0,27.0,628.75
451,0.0,0.0,23.0,48.48275862068966
452,0.0,0.0,27.0,174.8148148148148
453,0.0,0.0,41.0,1044.7916666666667
454,0.0,0.0,30.0,1668.5666666666666
455,0.0,0.0,103.0,54.95652173913044
456,0.0,0.0,99.0,3.5
457,0.0,0.0,31.0,3085.0
458,0.0,0.0,66.0,169.25
459,0.0,0.0,93.0,136.04545454545453
460,0.0,0.0,34.0,694.6206896551724
461,0.0,0.0,63.0,103.68
462,0.0,0.0,81.0,403.81481481481484
463,0.0,0.0,54.0,1464.1764705882354
464,0.0,0.0,190.0,1594.2727272727273
465,0.0,0.0,54.0,30.35
466,0.0,0.0,32.0,66.5
467,0.0,0.0,34.0,660.9
468,0.0,0.0,23.0,158.92
469,0.0,0.0,67.0,1938.8125
470,0.0,0.0,156.0,171.76
471,0.0,0.0,24.0,445.32142857142856
472,0.0,0.0,28.0,131.4
473,0.0,0.0,18.0,994.2692307692307
474,0.0,0.0,92.0,87.15384615384616
475,0.0,0.0,25.0,4.714285714285714
476,0.0,0.0,63.0,4.1
477,0.0,0.0,19.0,2.888888888888889
478,0.0,0.0,15.0,220.92307692307693
479,0.0,0.0,66.0,63.0
480,0.0,0.0,42.0,944.0
481,0.0,0.0,62.0,1518.9
482,0.0,0.0,102.0,270.77777777777777
483,0.0,0.0,129.0,697.25
484,0.0,0.0,58.0,1108.5185185185185
485,0.0,0.0,47.0,63.82142857142857
486,0.0,0.0,9.0,536.8823529411765
487,0.0,0.0,55.0,126.22222222222223
488,0.0,0.0,11.0,189.65384615384616
489,0.0,0.0,13.0,152.4
490,0.0,0.0,67.0,1805.4193548387098
491,0.0,0.0,152.0,169.54166666666666
492,0.0,0.0,8.0,165.89285714285714
493,0.0,0.0,20.0,1817.875
494,0.0,0.0,36.0,3.0
495,0.0,0.0,68.0,5.666666666666667
496,0.0,0.0,17.0,300.5
497,0.0,0.0,30.0,11.076923076923077
498,0.0,0.0,19.0,37.46153846153846
499,0.0,0.0,74.0,181.5
500,0.0,0.0,65.0,1.75
501,0.0,0.0,68.0,1.125
502,0.0,0.0,1542.0,1472.2142857142858
503,0.0,0.0,48.0,1423.357142857143
504,0.0,0.0,65.0,28.3
505,0.0,0.0,67.0,4376.166666666667
506,0.0,0.0,22.0,2.6
507,0.0,0.0,44.0,1073.142857142857
508,0.0,0.0,65.0,2.1666666666666665
509,0.0,0.0,17.0,2.0
510,0.0,0.0,26.0,155.53846153846155
511,0.0,0.0,21.0,4.222222222222222
512,0.0,0.0,28.0,2710.875
513,0.0,0.0,43.0,183.24
514,0.0,0.0,113.0,132.28571428571428
515,0.0,0.0,1403.0,168.66666666666666
516,0.0,0.0,48.0,4.0
517,0.0,0.0,43.0,81.0
518,0.0,0.0,40.0,10.142857142857142
519,0.0,0.0,1484.0,324.96153846153845
520,0.0,0.0,54.0,1200.25
521,0.0,0.0,40.0,13.285714285714286
522,0.0,0.0,85.0,3059.75
523,0.0,0.0,55.0,4161.0
524,0.0,0.0,67.0,1460.3
525,0.0,0.0,38.0,51.16
526,0.0,0.0,99.0,707.5454545454545
527,0.0,0.0,41.0,281.0769230769231
528,0.0,0.0,48.0,8.733333333333333
529,0.0,0.0,63.0,1850.8
530,0.0,0.0,45.0,191.06451612903226
531,0.0,0.0,1423.0,491.3333333333333
532,0.0,0.0,61.0,4.0
533,0.0,0.0,40.0,1616.2
534,0.0,0.0,36.0,3.6666666666666665
535,0.0,0.0,1483.0,4.4
536,0.0,0.0,25.0,5273.909090909091
537,0.0,0.0,7.0,3.2
538,0.0,0.0,16.0,86.75
539,0.0,0.0,59.0,4849.0
540,0.0,0.0,28.0,1931.5
541,0.0,0.0,50.0,297.5833333333333
542,0.0,0.0,90.0,6190.416666666667
543,0.0,0.0,99.0,2.272727272727273
544,0.0,0.0,10.0,163.31034482758622
545,0.0,0.0,19.0,593.0357142857143
546,0.0,0.0,38.0,239.41176470588235
547,0.0,0.0,35.0,27.526315789473685
548,0.0,0.0,13.0,941.4090909090909
549,0.0,0.0,54.0,541.0769230769231
550,0.0,0.0,19.0,71.22222222222223
551,0.0,0.0,22.0,13.26923076923077
552,0.0,0.0,31.0,3190.1666666666665
553,0.0,0.0,24.0,423.47058823529414
554,0.0,0.0,57.0,170.14285714285714
555,0.0,0.0,67.0,183.125
556,0.0,0.0,60.0,117.66666666666667
557,0.0,0.0,28.0,571.4666666666667
558,0.0,0.0,65.0,2082.259259259259
559,0.0,0.0,1442.0,1190.5925925925926
560,0.0,0.0,43.0,73.44
561,0.0,0.0,28.0,235.66666666666666
562,0.0,0.0,24.0,154.05882352941177
563,0.0,0.0,40.0,102.0
564,0.0,0.0,47.0,179.96666666666667
565,0.0,0.0,77.0,133.4814814814815
566,0.0,0.0,7.0,82.84615384615384
567,0.0,0.0,8.0,200.26923076923077
568,0.0,0.0,36.0,365.24
569,0.0,0.0,37.0,534.4166666666666
570,0.0,0.0,26.0,1536.0588235294117
571,0.0,0.0,28.0,1999.7142857142858
572,0.0,0.0,90.0,3531.3928571428573
573,0.0,0.0,24.0,25.87878787878788
574,0.0,0.0,30.0,233.36666666666667
575,0.0,0.0,18.0,1558.6521739130435
576,0.0,0.0,43.0,71.4
577,0.0,0.0,17.0,1838.2857142857142
578,0.0,0.0,19.0,107.66666666666667
579,0.0,0.0,20.0,828.9
580,0.0,0.0,32.0,618.03125
581,0.0,0.0,22.0,2012.6363636363637
582,0.0,0.0,29.0,118.93103448275862
583,0.0,0.0,11.0,167.72727272727272
584,0.0,0.0,14.0,91.64285714285714
585,0.0,0.0,60.0,54.86206896551724
586,0.0,0.0,23.0,169.7826086956522
587,0.0,0.0,20.0,106.25
588,0.0,0.0,4.0,4.5
589,0.0,0.0,38.0,37.8
590,0.0,0.0,15.0,8169.875
591,0.0,0.0,12.0,590.5555555555555
592,0.0,0.0,9.0,4.666666666666667
593,0.0,0.0,29.0,119.14285714285714
594,0.0,0.0,13.0,619.1666666666666
595,0.0,0.0,36.0,314.45454545454544
596,0.0,0.0,25.0,6.44
597,0.0,0.0,15.0,2.6666666666666665
598,0.0,0.0,11.4,3213.818181818182
599,0.0,0.0,5.0,3397.8
600,0.0,0.0,30.0,26.0
601,0.0,0.0,19.0,323.44444444444446
602,0.0,0.0,22.0,596.9090909090909
603,0.0,0.0,4.0,6.25
604,0.0,0.0,10.0,5.0
605,0.0,0.0,15.0,83.35714285714286
606,0.0,0.0,28.0,200.85714285714286
607,0.0,0.0,10.0,356.9
608,0.0,0.0,6.0,35.833333333333336
609,0.0,0.0,4.0,3666.25
610,0.0,0.0,5.0,3914.8
611,0.0,0.0,9.0,2490.222222222222
612,0.0,0.0,20.0,979.3
613,0.0,0.0,12.0,1276.0833333333333
614,0.0,0.0,8.0,5533.714285714285
615,0.0,0.0,10.0,686.5
616,0.0,0.0,12.0,47.583333333333336
617,0.0,0.0,2.0,4.5
618,0.0,0.0,5.0,2.2
619,0.0,0.0,7.0,7679.714285714285
620,0.0,0.0,10.0,1580.2
621,0.0,0.0,9.0,60.55555555555556
622,0.0,0.0,20.0,1571.9
623,0.0,0.0,6.0,695.1666666666666
624,0.0,0.0,16.0,2747.1111111111113
625,0.0,0.0,6.0,43.0
626,0.0,0.0,7.0,406.85714285714283
627,0.0,0.0,8.0,2444.75
628,0.0,0.0,10.0,110.88888888888889
629,0.0,0.0,13.0,586.5833333333334
630,0.0,0.0,8.0,33.0
631,0.0,0.0,5.0,1.6
632,0.0,0.0,7.0,9500.142857142857
633,0.0,0.0,10.0,1582.5
634,0.0,0.0,4.0,4.5
635,0.0,0.0,6.0,7174.166666666667
636,0.0,0.0,8.0,16.857142857142858
637,0.0,0.0,6.0,198.16666666666666
638,0.0,0.0,5.0,326.0
639,0.0,0.0,5.0,234.4
640,0.0,0.0,9.0,84.75
641,0.0,0.0,5.0,1238.8
642,0.0,0.0,7.0,5083.142857142857
643,0.0,0.0,10.0,318.4
644,0.0,0.0,7.0,1657.7142857142858
645,0.0,0.0,10.0,594.2
646,0.0,0.0,8.0,746.0
647,0.0,0.0,10.0,4319.9
648,0.0,0.0,8.0,535.0
649,0.0,0.0,4.0,2.75
650,0.0,0.0,7.0,4.285714285714286
651,0.0,0.0,6.0,190.0
652,0.0,0.0,10.0,24.8
653,0.0,0.0,9.0,691.8888888888889
654,0.0,0.0,5.0,5.6
655,0.0,0.0,6.0,3.3333333333333335
656,0.0,0.0,7.0,35.857142857142854
657,0.0,0.0,7.0,4.285714285714286
658,0.0,0.0,5.0,446.6
659,0.0,0.0,52.0,8.857142857142858
660,0.0,0.0,22.0,1519.2727272727273
661,0.0,0.0,12.0,73.41666666666667
662,0.0,0.0,23.0,10.875
663,0.0,0.0,5.0,15319.2
664,0.0,0.0,9.0,43.55555555555556
665,0.0,0.0,4.0,4.5
666,0.0,0.0,57.0,167.9268292682927
667,0.0,0.0,6.0,4.5
668,0.0,0.0,8.0,2984.75
669,0.0,0.0,14.0,491.57142857142856
670,0.0,0.0,70.0,8.8
671,0.0,0.0,3.0,3.6666666666666665
672,0.0,0.0,7.0,6.714285714285714
