tick,wind_speed_100m_ms
436,23.066666666666666
437,22.90833333333333
438,22.75
439,22.59166666666667
440,22.433333333333334
441,22.275
442,22.116666666666667
443,21.958333333333336
444,21.8
445,21.975
446,22.15
447,22.325
448,22.5
449,22.675
450,22.85
451,23.025
452,23.2
453,23.375
454,23.549999999999997
455,23.724999999999998
456,23.9
457,24.0
458,24.099999999999998
459,24.2
460,24.3
461,24.4
462,24.5
463,24.6
464,24.7
465,24.8
466,24.900000000000002
467,25.0
468,25.1
469,25.166666666666668
470,25.233333333333334
471,25.3
472,25.366666666666667
473,25.433333333333334
474,25.5
475,25.566666666666666
476,25.633333333333333
477,25.7
478,25.766666666666666
479,25.833333333333332
480,25.9
481,25.766666666666666
482,25.633333333333333
483,25.5
484,25.366666666666667
485,25.233333333333334
486,25.1
487,24.966666666666665
488,24.833333333333332
489,24.7
490,24.566666666666666
491,24.433333333333334
492,24.3
493,24.35
494,24.4
495,24.45
496,24.5
497,24.55
498,24.6
499,24.65
500,24.7
501,24.75
502,24.799999999999997
503,24.849999999999998
504,24.9
505,24.799999999999997
506,24.7
507,24.599999999999998
508,24.5
509,24.4
510,24.299999999999997
511,24.2
512,24.099999999999998
513,24.0
514,23.9
515,23.8
516,23.7
517,23.525
518,23.35
519,23.175
520,23.0
521,22.825
522,22.65
523,22.475
524,22.3
525,22.125
526,21.950000000000003
527,21.775000000000002
528,21.6
529,21.625
530,21.650000000000002
531,21.675
532,21.7
533,21.725
534,21.75
535,21.775
536,21.8
537,21.825
538,21.849999999999998
539,21.875
540,21.9
541,22.133333333333333
542,22.366666666666667
543,22.599999999999998
544,22.833333333333332
545,23.066666666666666
546,23.299999999999997
547,23.53333333333333
548,23.766666666666666
549,24.0
550,24.233333333333334
551,24.466666666666665
552,24.7
553,24.849999999999998
554,25.0
555,25.15
556,25.3
557,25.45
558,25.6
559,25.75
560,25.9
561,26.05
562,26.2
563,26.35
564,26.5
565,26.608333333333334
566,26.71666666666667
567,26.825
568,26.933333333333334
569,27.041666666666668
570,27.15
571,27.258333333333333
572,27.366666666666667
573,27.475
574,27.583333333333336
575,27.691666666666666
576,27.8
577,27.8
578,27.8
579,27.8
580,27.8
581,27.8
582,27.8
583,27.8
584,27.8
585,27.8
586,27.8
587,27.8
588,27.8
589,27.6
590,27.4
591,27.2
592,27.0
593,26.8
594,26.6
595,26.4
596,26.2
597,26.0
598,25.799999999999997
599,25.599999999999998
600,25.4
601,25.241666666666667
602,25.083333333333332
603,24.924999999999997
604,24.766666666666666
605,24.608333333333334
606,24.45
607,24.291666666666664
608,24.133333333333333
609,23.975
610,23.816666666666666
611,23.65833333333333
612,23.5
613,23.258333333333333
614,23.016666666666666
615,22.775
616,22.533333333333335
617,22.291666666666668
618,22.05
619,21.808333333333334
620,21.566666666666666
621,21.325000000000003
622,21.083333333333336
623,20.84166666666667
624,20.6
625,20.558333333333334
626,20.51666666666667
627,20.475
628,20.433333333333334
629,20.39166666666667
630,20.35
631,20.308333333333334
632,20.26666666666667
633,20.225
634,20.183333333333334
635,20.14166666666667
636,20.1
637,19.975
638,19.85
639,19.725
640,19.6
641,19.475
642,19.35
643,19.225
644,19.1
645,18.975
646,18.85
647,18.725
648,18.6
649,18.566666666666666
650,18.533333333333335
651,18.5
652,18.46666666666667
653,18.433333333333334
654,18.4
655,18.366666666666667
656,18.333333333333332
657,18.3
658,18.266666666666666
659,18.233333333333334
660,18.2
661,18.25
662,18.3
663,18.35
664,18.4
665,18.45
666,18.5
667,18.55
668,18.6
669,18.65
670,18.7
671,18.75
672,18.8
673,18.75
674,18.7
675,18.65
676,18.6
677,18.55
678,18.5
679,18.45
680,18.4
681,18.35
682,18.3
683,18.25
684,18.2
685,17.791666666666664
686,17.383333333333333
687,16.975
688,16.566666666666666
689,16.15833333333333
690,15.75
691,15.341666666666667
692,14.933333333333334
693,14.525
694,14.116666666666667
695,13.708333333333334
696,13.3
697,13.183333333333334
698,13.066666666666666
699,12.950000000000001
700,12.833333333333334
701,12.716666666666667
702,12.600000000000001
703,12.483333333333334
704,12.366666666666667
705,12.25
706,12.133333333333333
707,12.016666666666667
708,11.9
709,11.608333333333334
710,11.316666666666666
711,11.025
712,10.733333333333334
713,10.441666666666666
714,10.15
715,9.858333333333334
716,9.566666666666666
717,9.275
718,8.983333333333334
719,8.691666666666666
720,8.4
721,7.883333333333334
722,7.366666666666667
723,6.85
724,6.333333333333334
725,5.816666666666666
726,5.3
727,4.783333333333333
728,4.266666666666667
729,3.75
730,3.2333333333333334
731,2.716666666666667
732,2.2
733,2.8583333333333334
734,3.5166666666666666
735,4.175000000000001
736,4.833333333333334
737,5.491666666666667
738,6.15
739,6.808333333333334
740,7.466666666666667
741,8.125
742,8.783333333333333
743,9.441666666666666
744,10.1
745,10.408333333333333
746,10.716666666666667
747,11.025
748,11.333333333333334
749,11.641666666666666
750,11.95
751,12.258333333333333
752,12.566666666666666
753,12.875
754,13.183333333333334
755,13.491666666666667
756,13.8
757,13.466666666666667
758,13.133333333333335
759,12.8
760,12.466666666666667
761,12.133333333333335
762,11.8
763,11.466666666666669
764,11.133333333333335
765,10.8
766,10.466666666666669
767,10.133333333333335
768,9.8
769,9.791666666666668
770,9.783333333333333
771,9.775
772,9.766666666666667
773,9.758333333333333
774,9.75
775,9.741666666666667
776,9.733333333333333
777,9.725
778,9.716666666666667
779,9.708333333333332
780,9.7
781,9.633333333333333
782,9.566666666666666
783,9.5
784,9.433333333333334
785,9.366666666666667
786,9.3
787,9.233333333333333
788,9.166666666666666
789,9.1
790,9.033333333333333
791,8.966666666666667
792,8.9
793,9.475
794,10.05
795,10.625
796,11.200000000000001
797,11.775
798,12.350000000000001
799,12.925
800,13.5
801,14.075000000000001
802,14.650000000000002
803,15.225000000000001
804,15.8
805,15.875
806,15.950000000000001
807,16.025
808,16.1
809,16.175
810,16.25
811,16.325
812,16.4
813,16.475
814,16.55
815,16.625
816,16.7
817,17.25
818,17.8
819,18.35
820,18.9
821,19.45
822,20.0
823,20.55
824,21.1
825,21.65
826,22.200000000000003
827,22.75
828,23.3
829,23.058333333333334
830,22.816666666666666
831,22.575
832,22.333333333333332
833,22.091666666666665
834,21.85
835,21.608333333333334
836,21.366666666666667
837,21.125
838,20.883333333333333
839,20.641666666666666
840,20.4
841,20.25
842,20.099999999999998
843,19.95
844,19.8
845,19.65
846,19.5
847,19.35
848,19.2
849,19.05
850,18.900000000000002
851,18.75
852,18.6
853,18.6
854,18.6
855,18.6
856,18.6
857,18.6
858,18.6
859,18.6
860,18.6
861,18.6
862,18.6
863,18.6
864,18.6
865,18.733333333333334
866,18.866666666666667
867,19.0
868,19.133333333333333
869,19.266666666666666
870,19.4
871,19.533333333333335
872,19.666666666666668
873,19.8
874,19.933333333333334
875,20.066666666666666
876,20.2
877,20.391666666666666
878,20.583333333333332
879,20.775
880,20.966666666666665
881,21.15833333333333
882,21.35
883,21.541666666666668
884,21.733333333333334
885,21.925
886,22.116666666666667
887,22.308333333333334
888,22.5
889,22.55
890,22.6
891,22.65
892,22.7
893,22.75
894,22.8
895,22.85
896,22.900000000000002
897,22.950000000000003
898,23.0
899,23.05
900,23.1
901,22.883333333333333
902,22.666666666666668
903,22.450000000000003
904,22.233333333333334
905,22.016666666666666
906,21.8
907,21.583333333333336
908,21.366666666666667
909,21.15
910,20.933333333333334
911,20.71666666666667
912,20.5
913,20.558333333333334
914,20.616666666666667
915,20.675
916,20.733333333333334
917,20.791666666666668
918,20.85
919,20.90833333333333
920,20.966666666666665
921,21.025
922,21.083333333333332
923,21.141666666666666
924,21.2
925,21.233333333333334
926,21.266666666666666
927,21.3
928,21.333333333333332
929,21.366666666666667
930,21.4
931,21.433333333333334
932,21.46666666666667
933,21.5
934,21.533333333333335
935,21.566666666666666
936,21.6
937,21.658333333333335
938,21.71666666666667
939,21.775000000000002
940,21.833333333333336
941,21.89166666666667
942,21.950000000000003
943,22.008333333333333
944,22.066666666666666
945,22.125
946,22.183333333333334
947,22.241666666666667
948,22.3
949,22.233333333333334
950,22.166666666666668
951,22.1
952,22.033333333333335
953,21.96666666666667
954,21.9
955,21.833333333333332
956,21.766666666666666
957,21.7
958,21.633333333333333
959,21.566666666666666
960,21.5
961,21.183333333333334
962,20.866666666666667
963,20.55
964,20.233333333333334
965,19.916666666666668
966,19.6
967,19.28333333333333
968,18.966666666666665
969,18.65
970,18.333333333333332
971,18.016666666666666
972,17.7
973,18.05
974,18.4
975,18.75
976,19.099999999999998
977,19.45
978,19.799999999999997
979,20.15
980,20.5
981,20.849999999999998
982,21.2
983,21.549999999999997
984,21.9
985,21.85833333333333
986,21.816666666666666
987,21.775
988,21.73333333333333
989,21.691666666666666
990,21.65
991,21.60833333333333
992,21.566666666666666
993,21.525
994,21.48333333333333
995,21.441666666666666
996,21.4
997,21.391666666666666
998,21.383333333333333
999,21.375
1000,21.366666666666667
1001,21.358333333333334
1002,21.35
1003,21.341666666666665
1004,21.333333333333332
1005,21.325
1006,21.316666666666666
1007,21.308333333333334
1008,21.3
1009,21.191666666666666
1010,21.083333333333336
1011,20.975
1012,20.866666666666667
1013,20.758333333333333
1014,20.65
1015,20.541666666666668
1016,20.433333333333334
1017,20.325
1018,20.21666666666667
1019,20.108333333333334
1020,20.0
1021,20.058333333333334
1022,20.116666666666667
1023,20.175
1024,20.233333333333334
1025,20.291666666666668
1026,20.35
1027,20.40833333333333
1028,20.466666666666665
1029,20.525
1030,20.583333333333332
1031,20.641666666666666
1032,20.7
1033,20.358333333333334
1034,20.016666666666666
1035,19.675
1036,19.333333333333332
1037,18.991666666666667
1038,18.65
1039,18.308333333333334
1040,17.96666666666667
1041,17.625
1042,17.283333333333335
1043,16.941666666666666
1044,16.6
1045,16.941666666666666
1046,17.283333333333335
1047,17.625
1048,17.96666666666667
1049,18.308333333333334
1050,18.65
1051,18.991666666666667
1052,19.333333333333332
1053,19.675
1054,20.016666666666666
1055,20.358333333333334
1056,20.7
1057,20.925
1058,21.15
1059,21.375
1060,21.599999999999998
1061,21.825
1062,22.049999999999997
1063,22.275
1064,22.5
1065,22.724999999999998
1066,22.95
1067,23.174999999999997
1068,23.4
1069,23.25
1070,23.099999999999998
1071,22.95
1072,22.8
1073,22.65
1074,22.5
1075,22.35
1076,22.2
1077,22.05
1078,21.900000000000002
1079,21.75
1080,21.6
1081,21.558333333333334
1082,21.51666666666667
1083,21.475
1084,21.433333333333334
1085,21.39166666666667
1086,21.35
1087,21.308333333333334
1088,21.26666666666667
1089,21.225
1090,21.183333333333334
1091,21.14166666666667
1092,21.1
1093,21.491666666666667
1094,21.883333333333333
1095,22.275000000000002
1096,22.666666666666668
1097,23.058333333333334
1098,23.450000000000003
1099,23.84166666666667
1100,24.233333333333334
1101,24.625
1102,25.016666666666666
1103,25.408333333333335
1104,25.8
1105,26.041666666666668
1106,26.283333333333335
1107,26.525
1108,26.766666666666666
1109,27.008333333333333
1110,27.25
1111,27.491666666666667
1112,27.733333333333334
1113,27.975
1114,28.216666666666665
1115,28.458333333333332
1116,28.7
1117,29.03333333333333
1118,29.366666666666667
1119,29.7
1120,30.033333333333335
1121,30.366666666666667
1122,30.700000000000003
1123,31.033333333333335
1124,31.366666666666667
1125,31.700000000000003
1126,32.03333333333334
1127,32.36666666666667
1128,32.7
1129,33.34166666666667
1130,33.983333333333334
1131,34.625
1132,35.266666666666666
1133,35.90833333333333
1134,36.55
1135,37.19166666666666
1136,37.833333333333336
1137,38.475
1138,39.11666666666667
1139,39.75833333333333
1140,40.4
1141,40.525
1142,40.65
1143,40.775
1144,40.9
1145,41.025
1146,41.15
1147,41.275
1148,41.4
1149,41.525
1150,41.65
1151,41.775
1152,41.9
1153,42.00833333333333
1154,42.11666666666667
1155,42.225
1156,42.333333333333336
1157,42.44166666666667
1158,42.55
1159,42.65833333333333
1160,42.766666666666666
1161,42.875
1162,42.983333333333334
1163,43.09166666666667
1164,43.2
1165,43.50833333333333
1166,43.81666666666667
1167,44.125
1168,44.43333333333334
1169,44.74166666666667
1170,45.05
1171,45.358333333333334
1172,45.666666666666664
1173,45.975
1174,46.28333333333333
1175,46.59166666666667
1176,46.9
1177,46.574999999999996
1178,46.25
1179,45.925
1180,45.6
1181,45.275
1182,44.95
1183,44.625
1184,44.3
1185,43.975
1186,43.65
1187,43.325
1188,43.0
1189,43.25833333333333
1190,43.516666666666666
1191,43.775
1192,44.03333333333333
1193,44.291666666666664
1194,44.55
1195,44.80833333333334
1196,45.06666666666667
1197,45.325
1198,45.583333333333336
1199,45.84166666666667
1200,46.1
1201,45.925000000000004
1202,45.75
1203,45.575
1204,45.4
1205,45.225
1206,45.05
1207,44.875
1208,44.7
1209,44.525
1210,44.35
1211,44.175
1212,44.0
1213,43.45
1214,42.9
1215,42.35
1216,41.8
1217,41.25
1218,40.7
1219,40.15
1220,39.6
1221,39.05
1222,38.5
1223,37.949999999999996
1224,37.4
1225,38.0
1226,38.6
1227,39.2
1228,39.8
1229,40.4
1230,41.0
1231,41.6
1232,42.2
1233,42.8
1234,43.4
1235,44.0
1236,44.6
1237,44.56666666666667
1238,44.53333333333333
1239,44.5
1240,44.46666666666667
1241,44.43333333333334
1242,44.400000000000006
1243,44.36666666666667
1244,44.333333333333336
1245,44.300000000000004
1246,44.266666666666666
1247,44.233333333333334
1248,44.2
1249,43.35
1250,42.5
1251,41.650000000000006
1252,40.800000000000004
1253,39.95
1254,39.1
1255,38.25
1256,37.4
1257,36.55
1258,35.7
1259,34.85
1260,34.0
1261,33.36666666666667
1262,32.733333333333334
1263,32.1
1264,31.466666666666665
1265,30.833333333333332
1266,30.2
1267,29.566666666666666
1268,28.933333333333334
1269,28.299999999999997
1270,27.666666666666664
1271,27.03333333333333
1272,26.4
1273,25.099999999999998
1274,23.799999999999997
1275,22.5
1276,21.2
1277,19.9
1278,18.6
1279,17.3
1280,16.0
1281,14.7
1282,13.4
1283,12.100000000000001
1284,10.8
1285,10.358333333333334
1286,9.916666666666668
1287,9.475000000000001
1288,9.033333333333333
1289,8.591666666666667
1290,8.15
1291,7.708333333333334
1292,7.2666666666666675
1293,6.825
1294,6.383333333333334
1295,5.941666666666667
1296,5.5
1297,5.508333333333333
1298,5.516666666666667
1299,5.525
1300,5.533333333333333
1301,5.541666666666666
1302,5.55
1303,5.558333333333334
1304,5.566666666666666
1305,5.574999999999999
1306,5.583333333333333
1307,5.591666666666667
1308,5.6
1309,5.433333333333333
1310,5.266666666666667
1311,5.1
1312,4.933333333333334
1313,4.766666666666667
1314,4.6
1315,4.433333333333334
1316,4.266666666666667
1317,4.1
1318,3.9333333333333336
1319,3.7666666666666666
1320,3.6
1321,3.5166666666666666
1322,3.4333333333333336
1323,3.35
1324,3.2666666666666666
1325,3.1833333333333336
1326,3.1
1327,3.0166666666666666
1328,2.9333333333333336
1329,2.85
1330,2.7666666666666666
1331,2.6833333333333336
1332,2.6
1333,2.8916666666666666
1334,3.1833333333333336
1335,3.475
1336,3.7666666666666666
1337,4.058333333333334
1338,4.35
1339,4.641666666666667
1340,4.933333333333334
1341,5.225
1342,5.516666666666666
1343,5.808333333333334
1344,6.1
1345,6.1499999999999995
1346,6.199999999999999
1347,6.25
1348,6.3
1349,6.35
1350,6.4
1351,6.45
1352,6.5
1353,6.55
1354,6.6
1355,6.65
1356,6.7
1357,6.5
1358,6.3
1359,6.1
1360,5.9
1361,5.7
1362,5.5
1363,5.3
1364,5.1
1365,4.9
1366,4.699999999999999
1367,4.5
1368,4.3
1369,4.2
1370,4.1
1371,4.0
1372,3.9
1373,3.8
1374,3.7
1375,3.6
1376,3.5
1377,3.4
1378,3.3
1379,3.2
1380,3.1
1381,3.2333333333333334
1382,3.3666666666666667
1383,3.5
1384,3.6333333333333333
1385,3.7666666666666666
1386,3.9000000000000004
1387,4.033333333333333
1388,4.166666666666667
1389,4.3
1390,4.433333333333334
1391,4.566666666666666
1392,4.7
1393,4.791666666666667
1394,4.883333333333334
1395,4.975
1396,5.066666666666666
1397,5.158333333333333
1398,5.25
1399,5.341666666666667
1400,5.433333333333334
1401,5.525
1402,5.616666666666666
1403,5.708333333333333
1404,5.8
1405,6.333333333333333
1406,6.866666666666666
1407,7.4
1408,7.933333333333334
1409,8.466666666666667
1410,9.0
1411,9.533333333333333
1412,10.066666666666666
1413,10.6
1414,11.133333333333333
1415,11.666666666666666
1416,12.2
1417,12.066666666666666
1418,11.933333333333334
1419,11.799999999999999
1420,11.666666666666666
1421,11.533333333333333
1422,11.399999999999999
1423,11.266666666666666
1424,11.133333333333333
1425,11.0
1426,10.866666666666667
1427,10.733333333333333
1428,10.6
1429,10.716666666666667
1430,10.833333333333332
1431,10.95
1432,11.066666666666666
1433,11.183333333333334
1434,11.3
1435,11.416666666666666
1436,11.533333333333333
1437,11.65
1438,11.766666666666666
1439,11.883333333333333
1440,12.0
1441,12.041666666666666
1442,12.083333333333334
1443,12.125
1444,12.166666666666666
1445,12.208333333333334
1446,12.25
1447,12.291666666666666
1448,12.333333333333334
1449,12.375
1450,12.416666666666666
1451,12.458333333333334
1452,12.5
1453,12.541666666666666
1454,12.583333333333334
1455,12.625
1456,12.666666666666666
1457,12.708333333333334
1458,12.75
1459,12.791666666666666
1460,12.833333333333334
1461,12.875
1462,12.916666666666666
1463,12.958333333333334
1464,13.0
1465,13.1
1466,13.2
1467,13.3
1468,13.4
1469,13.5
1470,13.6
1471,13.7
1472,13.799999999999999
1473,13.899999999999999
1474,14.0
1475,14.1
1476,14.2
1477,14.291666666666666
1478,14.383333333333333
1479,14.475
1480,14.566666666666666
1481,14.658333333333333
1482,14.75
1483,14.841666666666667
1484,14.933333333333334
1485,15.025
1486,15.116666666666667
1487,15.208333333333334
1488,15.3
1489,15.491666666666667
1490,15.683333333333334
1491,15.875
1492,16.066666666666666
1493,16.258333333333333
1494,16.450000000000003
1495,16.64166666666667
1496,16.833333333333336
1497,17.025000000000002
1498,17.21666666666667
1499,17.408333333333335
1500,17.6
1501,17.616666666666667
1502,17.633333333333333
1503,17.650000000000002
1504,17.666666666666668
1505,17.683333333333334
1506,17.700000000000003
1507,17.71666666666667
1508,17.733333333333334
1509,17.75
1510,17.766666666666666
1511,17.783333333333335
1512,17.8
1513,17.900000000000002
1514,18.0
1515,18.1
1516,18.2
1517,18.3
1518,18.4
1519,18.5
1520,18.6
1521,18.7
1522,18.8
1523,18.9
1524,19.0
1525,19.016666666666666
1526,19.03333333333333
1527,19.05
1528,19.066666666666666
1529,19.083333333333332
1530,19.1
1531,19.116666666666667
1532,19.133333333333333
1533,19.15
1534,19.166666666666664
1535,19.183333333333334
1536,19.2
1537,18.849999999999998
1538,18.5
1539,18.15
1540,17.8
1541,17.45
1542,17.1
1543,16.75
1544,16.4
1545,16.05
1546,15.7
1547,15.35
1548,15.0
1549,14.475
1550,13.95
1551,13.425
1552,12.9
1553,12.375
1554,11.85
1555,11.325
1556,10.8
1557,10.274999999999999
1558,9.75
1559,9.225
1560,8.7
1561,8.333333333333332
1562,7.966666666666666
1563,7.6
1564,7.2333333333333325
1565,6.866666666666666
1566,6.5
1567,6.133333333333333
1568,5.766666666666666
1569,5.3999999999999995
1570,5.033333333333333
1571,4.666666666666666
1572,4.3
1573,4.35
1574,4.4
1575,4.45
1576,4.5
1577,4.55
1578,4.6
1579,4.65
1580,4.7
1581,4.75
1582,4.800000000000001
1583,4.8500000000000005
1584,4.9
1585,5.025
1586,5.15
1587,5.275
1588,5.4
1589,5.525
1590,5.65
1591,5.775
1592,5.9
1593,6.025
1594,6.15
1595,6.275
1596,6.4
1597,6.625
1598,6.8500000000000005
1599,7.075
1600,7.3
1601,7.525
1602,7.75
1603,7.975
1604,8.2
1605,8.425
1606,8.65
1607,8.875
1608,9.1
1609,9.183333333333334
1610,9.266666666666666
1611,9.35
1612,9.433333333333334
1613,9.516666666666666
1614,9.6
1615,9.683333333333334
1616,9.766666666666666
1617,9.85
1618,9.933333333333334
1619,10.016666666666666
1620,10.1
1621,10.125
1622,10.15
1623,10.175
1624,10.2
1625,10.225
1626,10.25
1627,10.275
1628,10.3
1629,10.325
1630,10.35
1631,10.375
1632,10.4
1633,10.6
1634,10.8
1635,11.0
1636,11.200000000000001
1637,11.4
1638,11.600000000000001
1639,11.8
1640,12.0
1641,12.200000000000001
1642,12.4
1643,12.600000000000001
1644,12.8
1645,13.225000000000001
1646,13.65
1647,14.075
1648,14.5
1649,14.925
1650,15.35
1651,15.774999999999999
1652,16.2
1653,16.625
1654,17.049999999999997
1655,17.474999999999998
1656,17.9
1657,17.825
1658,17.75
1659,17.674999999999997
1660,17.599999999999998
1661,17.525
1662,17.45
1663,17.375
1664,17.3
1665,17.225
1666,17.15
1667,17.075
1668,17.0
1669,17.0
1670,17.0
1671,17.0
1672,17.0
1673,17.0
