tick,ghi_wm2
531,83.5
532,81.66666666666667
533,79.83333333333333
534,78.0
535,76.16666666666667
536,74.33333333333333
537,72.5
538,70.66666666666667
539,68.83333333333334
540,67.0
541,61.916666666666664
542,56.833333333333336
543,51.75
544,46.66666666666667
545,41.583333333333336
546,36.5
547,31.41666666666667
548,26.333333333333336
549,21.25
550,16.16666666666667
551,11.083333333333336
552,6.0
553,5.5
554,5.0
555,4.5
556,4.0
557,3.5
558,3.0
559,2.5
560,2.0
561,1.5
562,1.0
563,0.5
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.08333333333333333
722,0.16666666666666666
723,0.25
724,0.3333333333333333
725,0.41666666666666663
726,0.5
727,0.5833333333333333
728,0.6666666666666666
729,0.75
730,0.8333333333333333
731,0.9166666666666666
732,1.0
733,4.75
734,8.5
735,12.25
736,16.0
737,19.75
738,23.5
739,27.25
740,31.0
741,34.75
742,38.5
743,42.25
744,46.0
745,51.583333333333336
746,57.166666666666664
747,62.75
748,68.33333333333333
749,73.91666666666666
750,79.5
751,85.08333333333333
752,90.66666666666666
753,96.25
754,101.83333333333333
755,107.41666666666666
756,113.0
757,115.58333333333333
758,118.16666666666667
759,120.75
760,123.33333333333333
761,125.91666666666667
762,128.5
763,131.08333333333334
764,133.66666666666666
765,136.25
766,138.83333333333334
767,141.41666666666666
768,144.0
769,141.25
770,138.5
771,135.75
772,133.0
773,130.25
774,127.5
775,124.75
776,122.0
777,119.25
778,116.5
779,113.75
780,111.0
781,112.41666666666667
782,113.83333333333333
783,115.25
784,116.66666666666667
785,118.08333333333333
786,119.5
787,120.91666666666667
788,122.33333333333333
789,123.75
790,125.16666666666667
791,126.58333333333333
792,128.0
793,123.16666666666667
794,118.33333333333333
795,113.5
796,108.66666666666667
797,103.83333333333334
798,99.0
799,94.16666666666667
800,89.33333333333334
801,84.5
802,79.66666666666667
803,74.83333333333334
804,70.0
805,67.83333333333333
806,65.66666666666667
807,63.5
808,61.333333333333336
809,59.16666666666667
810,57.0
811,54.833333333333336
812,52.66666666666667
813,50.5
814,48.333333333333336
815,46.16666666666667
816,44.0
817,41.916666666666664
818,39.833333333333336
819,37.75
820,35.666666666666664
821,33.58333333333333
822,31.5
823,29.416666666666664
824,27.333333333333332
825,25.25
826,23.166666666666664
827,21.083333333333332
828,19.0
829,17.583333333333332
830,16.166666666666668
831,14.75
832,13.333333333333332
833,11.916666666666666
834,10.5
835,9.083333333333332
836,7.666666666666666
837,6.25
838,4.833333333333332
839,3.416666666666666
840,2.0
841,1.8333333333333333
842,1.6666666666666667
843,1.5
844,1.3333333333333335
845,1.1666666666666667
846,1.0
847,0.8333333333333335
848,0.6666666666666667
849,0.5
850,0.3333333333333335
851,0.16666666666666674
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.08333333333333333
1010,0.16666666666666666
1011,0.25
1012,0.3333333333333333
1013,0.41666666666666663
1014,0.5
1015,0.5833333333333333
1016,0.6666666666666666
1017,0.75
1018,0.8333333333333333
1019,0.9166666666666666
1020,1.0
1021,3.0
1022,5.0
1023,7.0
1024,9.0
1025,11.0
1026,13.0
1027,15.0
1028,17.0
1029,19.0
1030,21.0
1031,23.0
1032,25.0
1033,34.25
1034,43.5
1035,52.75
1036,62.0
1037,71.25
1038,80.5
1039,89.75
1040,99.0
1041,108.25
1042,117.5
1043,126.75
1044,136.0
1045,132.91666666666666
1046,129.83333333333334
1047,126.75
1048,123.66666666666667
1049,120.58333333333333
1050,117.5
1051,114.41666666666666
1052,111.33333333333333
1053,108.25
1054,105.16666666666666
1055,102.08333333333333
1056,99.0
1057,103.66666666666667
1058,108.33333333333333
1059,113.0
1060,117.66666666666667
1061,122.33333333333334
1062,127.0
1063,131.66666666666669
1064,136.33333333333334
1065,141.0
1066,145.66666666666669
1067,150.33333333333334
1068,155.0
1069,155.91666666666666
1070,156.83333333333334
1071,157.75
1072,158.66666666666666
1073,159.58333333333334
1074,160.5
1075,161.41666666666666
1076,162.33333333333334
1077,163.25
1078,164.16666666666666
1079,165.08333333333334
1080,166.0
1081,162.58333333333334
1082,159.16666666666666
1083,155.75
1084,152.33333333333334
1085,148.91666666666666
1086,145.5
1087,142.08333333333334
1088,138.66666666666666
1089,135.25
1090,131.83333333333334
1091,128.41666666666669
1092,125.0
1093,120.25
1094,115.5
1095,110.75
1096,106.0
1097,101.25
1098,96.5
1099,91.75
1100,87.0
1101,82.25
1102,77.5
1103,72.75
1104,68.0
1105,64.66666666666667
1106,61.333333333333336
1107,58.0
1108,54.666666666666664
1109,51.33333333333333
1110,48.0
1111,44.666666666666664
1112,41.33333333333333
1113,38.0
1114,34.666666666666664
1115,31.33333333333333
1116,28.0
1117,25.833333333333332
1118,23.666666666666668
1119,21.5
1120,19.333333333333336
1121,17.166666666666668
1122,15.0
1123,12.833333333333334
1124,10.666666666666668
1125,8.5
1126,6.333333333333336
1127,4.166666666666668
1128,2.0
1129,1.8333333333333333
1130,1.6666666666666667
1131,1.5
1132,1.3333333333333335
1133,1.1666666666666667
1134,1.0
1135,0.8333333333333335
1136,0.6666666666666667
1137,0.5
1138,0.3333333333333335
1139,0.16666666666666674
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.08333333333333333
1298,0.16666666666666666
1299,0.25
1300,0.3333333333333333
1301,0.41666666666666663
1302,0.5
1303,0.5833333333333333
1304,0.6666666666666666
1305,0.75
1306,0.8333333333333333
1307,0.9166666666666666
1308,1.0
1309,2.25
1310,3.5
1311,4.75
1312,6.0
1313,7.25
1314,8.5
1315,9.75
1316,11.0
1317,12.25
1318,13.5
1319,14.75
1320,16.0
1321,19.083333333333332
1322,22.166666666666668
1323,25.25
1324,28.333333333333336
1325,31.416666666666668
1326,34.5
1327,37.583333333333336
1328,40.66666666666667
1329,43.75
1330,46.833333333333336
1331,49.91666666666667
1332,53.0
1333,53.916666666666664
1334,54.833333333333336
1335,55.75
1336,56.666666666666664
1337,57.583333333333336
1338,58.5
1339,59.416666666666664
1340,60.333333333333336
1341,61.25
1342,62.166666666666664
1343,63.08333333333333
1344,64.0
1345,62.833333333333336
1346,61.666666666666664
1347,60.5
1348,59.333333333333336
1349,58.166666666666664
1350,57.0
1351,55.83333333333333
1352,54.666666666666664
1353,53.5
1354,52.33333333333333
1355,51.166666666666664
1356,50.0
1357,50.666666666666664
1358,51.333333333333336
1359,52.0
1360,52.666666666666664
1361,53.333333333333336
1362,54.0
1363,54.666666666666664
1364,55.333333333333336
1365,56.0
1366,56.666666666666664
1367,57.333333333333336
1368,58.0
1369,58.333333333333336
1370,58.666666666666664
1371,59.0
1372,59.333333333333336
1373,59.666666666666664
1374,60.0
1375,60.333333333333336
1376,60.666666666666664
1377,61.0
1378,61.333333333333336
1379,61.666666666666664
1380,62.0
1381,59.916666666666664
1382,57.833333333333336
1383,55.75
1384,53.666666666666664
1385,51.58333333333333
1386,49.5
1387,47.416666666666664
1388,45.33333333333333
1389,43.25
1390,41.166666666666664
1391,39.08333333333333
1392,37.0
1393,36.916666666666664
1394,36.833333333333336
1395,36.75
1396,36.666666666666664
1397,36.583333333333336
1398,36.5
1399,36.416666666666664
1400,36.333333333333336
1401,36.25
1402,36.166666666666664
1403,36.083333333333336
1404,36.0
1405,33.333333333333336
1406,30.666666666666668
1407,28.0
1408,25.333333333333336
1409,22.666666666666668
1410,20.0
1411,17.333333333333336
1412,14.666666666666668
1413,12.0
1414,9.333333333333336
1415,6.666666666666668
1416,4.0
1417,3.6666666666666665
1418,3.3333333333333335
1419,3.0
1420,2.666666666666667
1421,2.3333333333333335
1422,2.0
1423,1.666666666666667
1424,1.3333333333333335
1425,1.0
1426,0.666666666666667
1427,0.3333333333333335
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.08333333333333333
1586,0.16666666666666666
1587,0.25
1588,0.3333333333333333
1589,0.41666666666666663
1590,0.5
1591,0.5833333333333333
1592,0.6666666666666666
1593,0.75
1594,0.8333333333333333
1595,0.9166666666666666
1596,1.0
1597,3.0833333333333335
1598,5.166666666666667
1599,7.25
1600,9.333333333333334
1601,11.416666666666668
1602,13.5
1603,15.583333333333334
1604,17.666666666666668
1605,19.75
1606,21.833333333333336
1607,23.916666666666668
1608,26.0
1609,31.166666666666668
1610,36.333333333333336
1611,41.5
1612,46.66666666666667
1613,51.833333333333336
1614,57.0
1615,62.16666666666667
1616,67.33333333333334
1617,72.5
1618,77.66666666666667
1619,82.83333333333334
1620,88.0
1621,101.83333333333333
1622,115.66666666666667
1623,129.5
1624,143.33333333333334
1625,157.16666666666669
1626,171.0
1627,184.83333333333334
1628,198.66666666666669
1629,212.5
1630,226.33333333333334
1631,240.16666666666669
1632,254.0
1633,255.08333333333334
1634,256.1666666666667
1635,257.25
1636,258.3333333333333
1637,259.4166666666667
1638,260.5
1639,261.5833333333333
1640,262.6666666666667
1641,263.75
1642,264.8333333333333
1643,265.9166666666667
1644,267.0
1645,257.1666666666667
1646,247.33333333333334
1647,237.5
1648,227.66666666666666
1649,217.83333333333331
1650,208.0
1651,198.16666666666666
1652,188.33333333333331
1653,178.5
1654,168.66666666666666
1655,158.83333333333331
1656,149.0
1657,148.33333333333334
1658,147.66666666666666
1659,147.0
1660,146.33333333333334
1661,145.66666666666666
1662,145.0
1663,144.33333333333334
1664,143.66666666666666
1665,143.0
1666,142.33333333333334
1667,141.66666666666666
1668,141.0
1669,135.5
1670,130.0
1671,124.5
1672,119.0
1673,113.5
1674,108.0
1675,102.5
1676,97.0
1677,91.5
1678,86.0
1679,80.5
1680,75.0
1681,71.66666666666667
1682,68.33333333333333
1683,65.0
1684,61.666666666666664
1685,58.33333333333333
1686,55.0
1687,51.666666666666664
1688,48.33333333333333
1689,45.0
1690,41.666666666666664
1691,38.33333333333333
1692,35.0
1693,32.5
1694,30.0
1695,27.5
1696,25.0
1697,22.5
1698,20.0
1699,17.5
1700,15.0
1701,12.5
1702,10.0
1703,7.5
1704,5.0
1705,4.583333333333333
1706,4.166666666666667
1707,3.75
1708,3.333333333333333
1709,2.9166666666666665
1710,2.5
1711,2.083333333333333
1712,1.6666666666666665
1713,1.25
1714,0.833333333333333
1715,0.4166666666666661
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.16666666666666666
1874,0.3333333333333333
1875,0.5
1876,0.6666666666666666
1877,0.8333333333333333
1878,1.0
1879,1.1666666666666665
1880,1.3333333333333333
1881,1.5
1882,1.6666666666666665
1883,1.8333333333333333
1884,2.0
1885,5.5
1886,9.0
1887,12.5
1888,16.0
1889,19.5
1890,23.0
1891,26.5
1892,30.0
1893,33.5
1894,37.0
1895,40.5
1896,44.0
1897,48.916666666666664
1898,53.833333333333336
1899,58.75
1900,63.66666666666667
1901,68.58333333333334
1902,73.5
1903,78.41666666666667
1904,83.33333333333334
1905,88.25
1906,93.16666666666667
1907,98.08333333333334
1908,103.0
1909,110.08333333333333
1910,117.16666666666667
1911,124.25
